"taxon","structural_zero (Response = Non_Responder)","structural_zero (Response = Responder)"
"GGB4559_SGB6293",FALSE,FALSE
"GGB4562_SGB6298",FALSE,FALSE
"GGB4564_SGB6301",TRUE,FALSE
"GGB4564_SGB6302",TRUE,FALSE
"GGB4566_SGB6305",FALSE,FALSE
"GGB4567_SGB6307",TRUE,FALSE
"GGB4567_SGB6308",FALSE,FALSE
"GGB4569_SGB6310",FALSE,FALSE
"GGB4569_SGB6312",FALSE,TRUE
"GGB4571_SGB6317",FALSE,FALSE
"GGB4571_SGB6320",TRUE,FALSE
"GGB4571_SGB6321",FALSE,FALSE
"GGB4578_SGB6328",TRUE,FALSE
"GGB4580_SGB6330",TRUE,FALSE
"GGB4581_SGB6331",TRUE,FALSE
"GGB4583_SGB6334",FALSE,FALSE
"GGB4584_SGB6338",FALSE,FALSE
"GGB4585_SGB6340",FALSE,FALSE
"GGB4586_SGB6344",FALSE,TRUE
"GGB4587_SGB6346",TRUE,FALSE
"GGB4588_SGB6347",TRUE,FALSE
"GGB4591_SGB6350",FALSE,TRUE
"GGB4592_SGB58484",TRUE,FALSE
"GGB4593_SGB6353",FALSE,FALSE
"GGB4596_SGB6358",TRUE,FALSE
"GGB4597_SGB6359",TRUE,FALSE
"GGB4598_SGB6360",TRUE,FALSE
"GGB4599_SGB6362",FALSE,FALSE
"GGB4602_SGB6365",FALSE,FALSE
"GGB4603_SGB6367",FALSE,FALSE
"GGB4604_SGB6369",FALSE,FALSE
"GGB4604_SGB6370",TRUE,FALSE
"GGB4604_SGB6371",FALSE,TRUE
"GGB4604_SGB6372",FALSE,FALSE
"GGB4605_SGB6376",FALSE,FALSE
"GGB4605_SGB6378",FALSE,TRUE
"GGB47174_SGB65105",FALSE,FALSE
"GGB33665_SGB47358",FALSE,TRUE
"GGB4683_SGB6473",FALSE,FALSE
"GGB4684_SGB6478",FALSE,FALSE
"GGB4695_SGB6494",TRUE,FALSE
"GGB4713_SGB6526",TRUE,FALSE
"GGB4715_SGB6529",TRUE,FALSE
"GGB4717_SGB6533",FALSE,FALSE
"GGB4722_SGB6538",TRUE,FALSE
"GGB4723_SGB6540",FALSE,FALSE
"GGB4739_SGB6564",FALSE,FALSE
"GGB4768_SGB6601",TRUE,FALSE
"GGB4769_SGB6602",FALSE,FALSE
"GGB4802_SGB6641",FALSE,FALSE
"GGB4884_SGB6823",FALSE,TRUE
"GGB45620_SGB63333",FALSE,FALSE
"GGB3155_SGB4168",FALSE,TRUE
"GGB9047_SGB13950",FALSE,TRUE
"GGB9052_SGB13957",FALSE,FALSE
"GGB74665_SGB13972",FALSE,FALSE
"GGB33516_SGB54324",FALSE,FALSE
"GGB74703_SGB54323",TRUE,FALSE
"GGB9062_SGB13981",FALSE,FALSE
"GGB9063_SGB13982",FALSE,FALSE
"GGB9064_SGB13983",FALSE,FALSE
"GGB28369_SGB40949",FALSE,FALSE
"GGB9074_SGB13995",FALSE,TRUE
"GGB9075_SGB13997",FALSE,TRUE
"GGB9082_SGB14007",TRUE,FALSE
"GGB28409_SGB40991",FALSE,TRUE
"GGB9085_SGB14013",TRUE,FALSE
"GGB9086_SGB14014",FALSE,FALSE
"GGB9088_SGB14016",FALSE,FALSE
"GGB9088_SGB14017",TRUE,FALSE
"GGB9089_SGB14018",FALSE,FALSE
"GGB9091_SGB106149",TRUE,FALSE
"GGB9091_SGB14020",FALSE,FALSE
"GGB9092_SGB14021",FALSE,FALSE
"GGB9092_SGB14022",FALSE,FALSE
"GGB9093_SGB14023",TRUE,FALSE
"GGB9094_SGB14025",TRUE,FALSE
"GGB9095_SGB14026",FALSE,TRUE
"GGB9110_SGB14043",FALSE,FALSE
"GGB9112_SGB14045",FALSE,FALSE
"GGB9115_SGB14048",FALSE,FALSE
"GGB9116_SGB14049",FALSE,FALSE
"GGB9117_SGB14050",FALSE,FALSE
"GGB9161_SGB14099",FALSE,TRUE
"GGB9172_SGB14110",TRUE,FALSE
"GGB9175_SGB14113",TRUE,FALSE
"GGB9176_SGB14114",FALSE,FALSE
"GGB3511_SGB4688",FALSE,FALSE
"GGB9184_SGB14123",FALSE,FALSE
"GGB9185_SGB14124",FALSE,FALSE
"GGB9189_SGB14128",FALSE,FALSE
"GGB9197_SGB14136",FALSE,FALSE
"GGB9198_SGB14137",FALSE,FALSE
"GGB9199_SGB14138",FALSE,FALSE
"GGB9200_SGB14139",TRUE,FALSE
"GGB9209_SGB14148",FALSE,FALSE
"GGB9210_SGB14149",FALSE,FALSE
"GGB9210_SGB14150",FALSE,FALSE
"GGB9211_SGB14151",FALSE,FALSE
"GGB9225_SGB14166",FALSE,FALSE
"GGB36267_SGB14177",FALSE,FALSE
"GGB9238_SGB14180",FALSE,FALSE
"GGB9239_SGB14181",FALSE,FALSE
"GGB9240_SGB14182",FALSE,FALSE
"GGB9289_SGB14244",FALSE,FALSE
"GGB9253_SGB14198",FALSE,FALSE
"GGB9253_SGB14199",FALSE,FALSE
"GGB9261_SGB14209",FALSE,FALSE
"GGB9266_SGB14215",TRUE,FALSE
"GGB9266_SGB14216",FALSE,TRUE
"GGB9270_SGB14221",TRUE,FALSE
"GGB9271_SGB14222",FALSE,FALSE
"GGB9271_SGB14223",TRUE,FALSE
"GGB9275_SGB14227",TRUE,FALSE
"GGB9277_SGB14229",TRUE,FALSE
"GGB9278_SGB14230",TRUE,FALSE
"GGB9282_SGB14235",FALSE,FALSE
"GGB9290_SGB14247",FALSE,FALSE
"GGB9291_SGB14248",FALSE,FALSE
"GGB9293_SGB14250",FALSE,FALSE
"GGB9297_SGB14255",FALSE,FALSE
"GGB9299_SGB14259",FALSE,FALSE
"GGB9299_SGB14260",TRUE,FALSE
"GGB9301_SGB14262",FALSE,FALSE
"GGB9302_SGB14263",FALSE,FALSE
"GGB9309_SGB14270",FALSE,FALSE
"GGB40351_SGB14301",FALSE,FALSE
"GGB9342_SGB14306",FALSE,FALSE
"GGB9343_SGB14307",FALSE,FALSE
"GGB9346_SGB14312",TRUE,FALSE
"GGB9347_SGB14313",FALSE,FALSE
"GGB9348_SGB14315",FALSE,FALSE
"GGB9350_SGB14317",FALSE,FALSE
"GGB9444_SGB14834",FALSE,TRUE
"GGB9445_SGB14835",FALSE,FALSE
"GGB9450_SGB14840",TRUE,FALSE
"GGB9463_SGB14855",FALSE,FALSE
"GGB9464_SGB14857",FALSE,FALSE
"GGB58158_SGB79798",FALSE,FALSE
"GGB31234_SGB14869",FALSE,FALSE
"GGB9474_SGB14868",FALSE,FALSE
"GGB9476_SGB14870",FALSE,FALSE
"GGB9480_SGB14873",FALSE,FALSE
"GGB9480_SGB14874",FALSE,FALSE
"GGB9480_SGB14875",FALSE,FALSE
"GGB9499_SGB72735",FALSE,FALSE
"GGB30090_SGB43002",FALSE,TRUE
"GGB9501_SGB14898",FALSE,FALSE
"GGB9502_SGB14899",FALSE,FALSE
"GGB9508_SGB14905",TRUE,FALSE
"GGB42378_SGB59548",FALSE,FALSE
"GGB52106_SGB72838",FALSE,FALSE
"GGB33586_SGB53517",FALSE,FALSE
"GGB9527_SGB14927",FALSE,TRUE
"GGB9529_SGB14929",FALSE,FALSE
"GGB9529_SGB53518",FALSE,FALSE
"GGB9530_SGB14930",FALSE,FALSE
"GGB9531_SGB14932",FALSE,FALSE
"GGB9532_SGB14933",FALSE,FALSE
"GGB9533_SGB14936",FALSE,FALSE
"GGB9534_SGB14937",FALSE,FALSE
"GGB9536_SGB14939",FALSE,FALSE
"GGB9537_SGB14940",FALSE,FALSE
"GGB9547_SGB14953",FALSE,FALSE
"GGB9547_SGB14954",FALSE,FALSE
"GGB9548_SGB14955",FALSE,TRUE
"GGB9551_SGB14958",FALSE,FALSE
"GGB52130_SGB14966",FALSE,FALSE
"GGB9559_SGB14968",FALSE,FALSE
"GGB9559_SGB14969",FALSE,FALSE
"GGB9559_SGB69175",FALSE,FALSE
"GGB9561_SGB14972",FALSE,FALSE
"GGB33512_SGB15201",FALSE,FALSE
"GGB33512_SGB15202",FALSE,FALSE
"GGB33512_SGB15203",FALSE,FALSE
"GGB35551_SGB53794",FALSE,FALSE
"GGB9582_SGB15000",FALSE,TRUE
"GGB9582_SGB15001",TRUE,FALSE
"GGB9582_SGB15003",FALSE,FALSE
"GGB9583_SGB15004",FALSE,FALSE
"GGB9690_SGB15196",FALSE,FALSE
"GGB9691_SGB15198",FALSE,FALSE
"GGB9694_SGB15204",FALSE,FALSE
"GGB9694_SGB15207",TRUE,FALSE
"GGB9695_SGB15209",FALSE,FALSE
"GGB9695_SGB15210",FALSE,FALSE
"GGB9695_SGB15211",FALSE,FALSE
"GGB9719_SGB15272",FALSE,FALSE
"GGB9719_SGB15273",FALSE,FALSE
"GGB9719_SGB53514",FALSE,FALSE
"GGB32798_SGB53820",TRUE,FALSE
"GGB9747_SGB15355",TRUE,FALSE
"GGB9747_SGB15356",FALSE,FALSE
"GGB9767_SGB15384",FALSE,TRUE
"GGB9767_SGB15385",FALSE,FALSE
"GGB9768_SGB15386",TRUE,FALSE
"GGB9769_SGB15388",TRUE,FALSE
"GGB9770_SGB15389",FALSE,FALSE
"GGB9770_SGB15390",FALSE,FALSE
"GGB9770_SGB73065",FALSE,FALSE
"GGB9773_SGB15393",FALSE,TRUE
"GGB33544_SGB53490",FALSE,FALSE
"GGB9774_SGB15394",FALSE,FALSE
"GGB9775_SGB15395",FALSE,FALSE
"GGB9778_SGB15398",FALSE,TRUE
"GGB9780_SGB15400",FALSE,FALSE
"GGB45491_SGB63163",FALSE,FALSE
"GGB45495_SGB63167",FALSE,FALSE
"GGB79087_SGB105683",TRUE,FALSE
"GGB9779_SGB15399",FALSE,FALSE
"GGB9781_SGB15402",FALSE,FALSE
"GGB9781_SGB66170",FALSE,FALSE
"GGB9782_SGB15403",FALSE,FALSE
"GGB9783_SGB15405",TRUE,FALSE
"GGB9784_SGB15407",FALSE,FALSE
"GGB9786_SGB15409",FALSE,FALSE
"GGB9786_SGB63164",TRUE,FALSE
"GGB9787_SGB15410",FALSE,FALSE
"GGB9788_SGB15411",FALSE,FALSE
"GGB31460_SGB6499",FALSE,TRUE
"GGB4697_SGB6497",FALSE,TRUE
"GGB4699_SGB6502",TRUE,FALSE
"GGB4699_SGB6503",FALSE,TRUE
"GGB4700_SGB6506",FALSE,FALSE
"GGB10692_SGB17347",FALSE,FALSE
"GGB741_SGB955",FALSE,FALSE
"GGB25626_SGB37597",FALSE,TRUE
"GGB51884_SGB49168",FALSE,FALSE
"GGB3616_SGB4888",FALSE,TRUE
"GGB3616_SGB4890",FALSE,TRUE
"GGB9758_SGB15368",FALSE,FALSE
"GGB9765_SGB15382",FALSE,FALSE
"GGB9766_SGB15383",FALSE,FALSE
"GGB44201_SGB61600",FALSE,FALSE
"GGB9252_SGB14196",TRUE,FALSE
"GGB42389_SGB59559",FALSE,FALSE
"GGB42467_SGB59642",FALSE,TRUE
"GGB42696_SGB59900",TRUE,FALSE
"GGB3654_SGB4965",TRUE,FALSE
"GGB45503_SGB63175",FALSE,FALSE
"GGB48165_SGB66168",FALSE,FALSE
"GGB9790_SGB15413",FALSE,FALSE
"GGB9696_SGB15212",FALSE,FALSE
"GGB9697_SGB15213",FALSE,FALSE
"GGB2983_SGB3965",FALSE,FALSE
"GGB45613_SGB63326",FALSE,FALSE
"GGB58233_SGB79883",FALSE,FALSE
"GGB13404_SGB14252",FALSE,FALSE
"GGB3126_SGB4139",FALSE,TRUE
"GGB74818_SGB47415",TRUE,FALSE
"GGB9525_SGB14925",FALSE,FALSE
"GGB3303_SGB4364",FALSE,FALSE
"GGB9746_SGB15352",TRUE,FALSE
"GGB50912_SGB47238",TRUE,FALSE
"GGB51647_SGB20894",TRUE,FALSE
"GGB51647_SGB4348",FALSE,FALSE
"GGB3317_SGB4386",TRUE,FALSE
"GGB53380_SGB74412",FALSE,TRUE
"GGB2972_SGB3954",TRUE,FALSE
"GGB9762_SGB15377",FALSE,TRUE
"GGB4611_SGB6385",TRUE,FALSE
"GGB4613_SGB6388",FALSE,FALSE
"GGB47150_SGB65079",FALSE,FALSE
"GGB3612_SGB4882",FALSE,FALSE
"GGB74511_SGB105989",FALSE,FALSE
"GGB74511_SGB47635",FALSE,FALSE
"GGB9059_SGB13976",FALSE,FALSE
"GGB9785_SGB15408",TRUE,FALSE
"GGB9249_SGB14193",FALSE,TRUE
"GGB4689_SGB6486",TRUE,FALSE
"GGB4689_SGB6487",FALSE,TRUE
"GGB9332_SGB14295",TRUE,FALSE
"GGB9334_SGB14297",TRUE,FALSE
"GGB9334_SGB14298",TRUE,FALSE
"GGB78706_SGB106379",TRUE,FALSE
"GGB9523_SGB14922",FALSE,FALSE
"GGB9524_SGB14923",FALSE,FALSE
"GGB9524_SGB14924",FALSE,FALSE
"GGB34900_SGB14891",FALSE,FALSE
"GGB4774_SGB6609",FALSE,FALSE
"GGB45497_SGB63169",FALSE,FALSE
"GGB3123_SGB4135",FALSE,FALSE
"GGB9170_SGB14108",TRUE,FALSE
"GGB3257_SGB4304",FALSE,FALSE
"GGB51139_SGB71360",FALSE,FALSE
"GGB9109_SGB14042",FALSE,FALSE
"GGB3146_SGB4159",FALSE,TRUE
"GGB18456_SGB4146",FALSE,TRUE
"GGB33539_SGB53381",TRUE,FALSE
"GGB9717_SGB15270",TRUE,FALSE
"GGB9267_SGB14218",FALSE,FALSE
"GGB9060_SGB13977",TRUE,FALSE
"GGB9061_SGB13978",FALSE,TRUE
"GGB9061_SGB13979",TRUE,FALSE
"GGB3325_SGB4402",FALSE,TRUE
"GGB3510_SGB4687",FALSE,FALSE
"GGB9058_SGB13975",TRUE,FALSE
"GGB3493_SGB4668",FALSE,FALSE
"GGB4708_SGB6518",TRUE,FALSE
"GGB9522_SGB14921",FALSE,FALSE
"GGB87445_SGB15180",FALSE,FALSE
"GGB87445_SGB53522",TRUE,FALSE
"GGB9673_SGB15172",FALSE,TRUE
"GGB9675_SGB15175",FALSE,TRUE
"GGB9677_SGB15179",TRUE,FALSE
"GGB43675_SGB61016",FALSE,FALSE
"GGB9288_SGB14243",FALSE,FALSE
"GGB3754_SGB5102",TRUE,FALSE
"GGB9545_SGB14951",FALSE,FALSE
"GGB9545_SGB14952",FALSE,FALSE
"GGB4308_SGB5895",TRUE,FALSE
"GGB25376_SGB37323",FALSE,FALSE
"GGB3328_SGB4406",FALSE,FALSE
"GGB4617_SGB6392",FALSE,FALSE
"GGB13779_SGB65075",TRUE,FALSE
"GGB4651_SGB6438",TRUE,FALSE
"GGB4653_SGB6440",TRUE,FALSE
"GGB4728_SGB6549",FALSE,TRUE
"GGB4642_SGB6421",TRUE,FALSE
"GGB4642_SGB6422",TRUE,FALSE
"GGB4659_SGB6447",FALSE,FALSE
"GGB74463_SGB54347",FALSE,FALSE
"GGB9296_SGB14253",FALSE,FALSE
"GGB9491_SGB14888",FALSE,FALSE
"GGB32487_SGB54320",FALSE,FALSE
"GGB37488_SGB54315",TRUE,FALSE
"GGB74699_SGB54317",FALSE,TRUE
"GGB74701_SGB54318",FALSE,FALSE
"GGB28474_SGB41058",FALSE,FALSE
"GGB3490_SGB4664",TRUE,FALSE
"GGB9711_SGB15240",TRUE,FALSE
"GGB3569_SGB4776",FALSE,FALSE
"GGB9606_SGB15038",FALSE,TRUE
"GGB85039_SGB118796",TRUE,FALSE
"GGB9712_SGB15241",TRUE,FALSE
"GGB9712_SGB15242",TRUE,FALSE
"GGB9712_SGB15244",FALSE,FALSE
"Candidatus_Borkfalkia_ceftriaxoniphila",FALSE,FALSE
"GGB74708_SGB54312",FALSE,FALSE
"GGB9101_SGB14033",TRUE,FALSE
"GGB9102_SGB54310",FALSE,FALSE
"GGB9104_SGB14036",TRUE,FALSE
"GGB9104_SGB14037",TRUE,FALSE
"Clostridia_bacterium",FALSE,FALSE
"Clostridia_bacterium_UC5_1_1C12",TRUE,FALSE
"Clostridia_bacterium_UC5_1_1D1",FALSE,FALSE
"Clostridia_bacterium_UC5_1_1E11",FALSE,FALSE
"GGB79395_SGB105947",FALSE,FALSE
"Bianquea_renquensis",FALSE,FALSE
"Bianquea_SGB71281",FALSE,FALSE
"Christensenella_hongkongensis",FALSE,FALSE
"Christensenella_intestinihominis",FALSE,FALSE
"Christensenella_minuta",FALSE,FALSE
"Christensenella_sp_Marseille_P3954",FALSE,FALSE
"Christensenella_sp_NSJ_35",TRUE,FALSE
"Christensenella_timonensis",FALSE,FALSE
"Christensenellaceae_bacterium",FALSE,FALSE
"Gehongia_tenuis",FALSE,FALSE
"GGB45656_SGB63370",FALSE,FALSE
"GGB45656_SGB72339",FALSE,FALSE
"GGB9186_SGB14125",FALSE,FALSE
"Guopingia_tenuis",FALSE,FALSE
"Luoshenia_tenuis",FALSE,FALSE
"Butyricicoccus_faecihominis",FALSE,FALSE
"Butyricicoccus_intestinisimiae",FALSE,FALSE
"Butyricicoccus_SGB14985",FALSE,FALSE
"Butyricicoccus_SGB14990",FALSE,FALSE
"Clostridiaceae_bacterium",FALSE,FALSE
"Clostridiaceae_bacterium_AF18_31LB",FALSE,FALSE
"Clostridiaceae_bacterium_CLA_AA_H274",TRUE,FALSE
"Clostridiaceae_bacterium_Marseille_Q3526",FALSE,FALSE
"Clostridiaceae_bacterium_Marseille_Q4143",FALSE,FALSE
"Clostridiaceae_bacterium_Marseille_Q4145",FALSE,FALSE
"Clostridiaceae_bacterium_Marseille_Q4149",FALSE,FALSE
"Clostridiaceae_unclassified_SGB15090",FALSE,FALSE
"Clostridiaceae_unclassified_SGB4771",FALSE,FALSE
"Clostridium_baratii",FALSE,TRUE
"Clostridium_butyricum",FALSE,FALSE
"Clostridium_cadaveris",FALSE,TRUE
"Clostridium_celatum",FALSE,FALSE
"Clostridium_culturomicium",TRUE,FALSE
"Clostridium_cuniculi",TRUE,FALSE
"Clostridium_disporicum",FALSE,FALSE
"Clostridium_fessum",FALSE,FALSE
"Clostridium_jeddahense",TRUE,FALSE
"Clostridium_massiliamazoniense",FALSE,TRUE
"Clostridium_neonatale",FALSE,FALSE
"Clostridium_paraputrificum",FALSE,FALSE
"Clostridium_perfringens",FALSE,FALSE
"Clostridium_saudiense",FALSE,FALSE
"Clostridium_SGB29100",TRUE,FALSE
"Clostridium_SGB47280",FALSE,FALSE
"Clostridium_SGB4750",FALSE,FALSE
"Clostridium_SGB4751",FALSE,FALSE
"Clostridium_SGB48024",FALSE,FALSE
"Clostridium_SGB4909",FALSE,FALSE
"Clostridium_SGB6173",FALSE,FALSE
"Clostridium_SGB6176",FALSE,TRUE
"Clostridium_SGB6177",FALSE,FALSE
"Clostridium_SGB6179",FALSE,FALSE
"Clostridium_SGB65129",FALSE,FALSE
"Clostridium_sp_1001270J_160509_D11",FALSE,FALSE
"Clostridium_sp_Ade_TY",TRUE,FALSE
"Clostridium_sp_AF12_28",FALSE,FALSE
"Clostridium_sp_AF20_17LB",FALSE,FALSE
"Clostridium_sp_AF27_2AA",FALSE,FALSE
"Clostridium_sp_AF32_12BH",FALSE,FALSE
"Clostridium_sp_AF36_4",FALSE,FALSE
"Clostridium_sp_AM22_11AC",FALSE,FALSE
"Clostridium_sp_AM29_11AC",FALSE,FALSE
"Clostridium_sp_AM33_3",FALSE,FALSE
"Clostridium_sp_AM42_4",FALSE,FALSE
"Clostridium_sp_AM49_4BH",FALSE,FALSE
"Clostridium_sp_AM58_1XD",FALSE,FALSE
"Clostridium_sp_AT4",FALSE,FALSE
"Clostridium_sp_C5_48",TRUE,FALSE
"Clostridium_sp_chh4_2",FALSE,FALSE
"Clostridium_sp_D5",FALSE,FALSE
"Clostridium_sp_M3_9",FALSE,FALSE
"Clostridium_sp_Marseille_P2538",FALSE,FALSE
"Clostridium_sp_Marseille_P3244",FALSE,FALSE
"Clostridium_sp_MCC353",FALSE,FALSE
"Clostridium_sp_NSJ_42",FALSE,FALSE
"Clostridium_sp_NSJ_6",FALSE,FALSE
"Clostridium_tertium",TRUE,FALSE
"Clostridium_transplantifaecale",FALSE,FALSE
"GGB27106_SGB6188",FALSE,FALSE
"GGB28945_SGB41651",FALSE,TRUE
"GGB28969_SGB41680",FALSE,TRUE
"GGB3478_SGB4643",FALSE,FALSE
"GGB3480_SGB4648",FALSE,FALSE
"GGB3486_SGB4658",FALSE,FALSE
"GGB3532_SGB4720",FALSE,TRUE
"GGB3548_SGB4744",FALSE,FALSE
"GGB3550_SGB4746",FALSE,FALSE
"GGB3550_SGB4747",FALSE,FALSE
"GGB42639_SGB59836",FALSE,FALSE
"GGB4487_SGB6184",TRUE,FALSE
"GGB51454_SGB71784",FALSE,FALSE
"GGB79342_SGB106059",FALSE,FALSE
"GGB79417_SGB106068",FALSE,FALSE
"GGB9574_SGB14987",FALSE,FALSE
"GGB9575_SGB14988",FALSE,FALSE
"GGB9580_SGB14996",FALSE,FALSE
"GGB9580_SGB14998",FALSE,FALSE
"Hungatella_hathewayi",FALSE,FALSE
"Hungatella_xylanolytica",FALSE,TRUE
"Lactonifactor_longoviformis",FALSE,FALSE
"Massilioclostridium_coli",FALSE,FALSE
"Paraclostridium_bifermentans",TRUE,FALSE
"Sarcina_ventriculi",TRUE,FALSE
"Anaerofustis_stercorihominis",FALSE,FALSE
"Eubacteriaceae_bacterium",FALSE,FALSE
"Eubacteriaceae_bacterium_CHKCI004",FALSE,FALSE
"Eubacteriaceae_bacterium_Marseille_Q4139",FALSE,FALSE
"Eubacteriaceae_unclassified_SGB94922",TRUE,FALSE
"Eubacterium_callanderi",FALSE,FALSE
"Eubacterium_hominis",FALSE,FALSE
"Eubacterium_limosum",TRUE,FALSE
"Eubacterium_maltosivorans",FALSE,FALSE
"Eubacterium_ramulus",FALSE,FALSE
"Eubacterium_SGB4329",FALSE,TRUE
"Eubacterium_SGB4961",FALSE,FALSE
"Eubacterium_SGB74322",TRUE,FALSE
"Eubacterium_sp_AF16_48",FALSE,FALSE
"Eubacterium_sp_AF34_35BH",FALSE,FALSE
"Eubacterium_sp_An11",FALSE,TRUE
"Eubacterium_sp_c_25",FALSE,FALSE
"Eubacterium_ventriosum",FALSE,FALSE
"GGB29685_SGB42494",TRUE,FALSE
"GGB32033_SGB59650",TRUE,FALSE
"GGB3262_SGB4309",TRUE,FALSE
"GGB3263_SGB4311",FALSE,TRUE
"GGB3265_SGB4314",FALSE,FALSE
"GGB3267_SGB4316",TRUE,FALSE
"GGB3267_SGB4317",TRUE,FALSE
"GGB3277_SGB4327",FALSE,FALSE
"GGB3278_SGB4328",FALSE,FALSE
"GGB3280_SGB4333",FALSE,TRUE
"GGB3281_SGB4335",FALSE,FALSE
"GGB35068_SGB47850",FALSE,FALSE
"GGB3722_SGB5050",FALSE,FALSE
"GGB3724_SGB5054",FALSE,FALSE
"Intestinibacillus_massiliensis",FALSE,FALSE
"Intestinibacillus_sp_Marseille_P6563",FALSE,FALSE
"Pseudoramibacter_alactolyticus",FALSE,FALSE
"Alterileibacterium_massiliense",FALSE,FALSE
"Anaerovorax_odorimutans",FALSE,FALSE
"Bacilliculturomica_massiliensis",FALSE,FALSE
"Emergencia_timonensis",FALSE,FALSE
"Clostridiales_bacterium_S5_A14a",FALSE,FALSE
"Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3978",FALSE,FALSE
"Eubacterium_brachy",FALSE,TRUE
"Eubacterium_sulci",FALSE,FALSE
"GGB2977_SGB3959",FALSE,FALSE
"GGB2980_SGB3962",FALSE,FALSE
"GGB2987_SGB3969",FALSE,FALSE
"GGB32387_SGB47381",FALSE,FALSE
"Lentihominibacter_faecis",FALSE,FALSE
"Lentihominibacter_hominis",FALSE,FALSE
"Lentihominibacter_SGB71368",FALSE,FALSE
"Mogibacterium_diversum",FALSE,FALSE
"Mogibacterium_kristiansenii",FALSE,FALSE
"Mogibacterium_timidum",FALSE,FALSE
"Zhenpiania_hominis",FALSE,FALSE
"Candidatus_Cibionibacter_quicibialis",FALSE,FALSE
"Candidatus_Soleaferrea_massiliensis",TRUE,FALSE
"Colidextribacter_sp_210702_DFI_3_9",FALSE,FALSE
"Bacteroides_pectinophilus",FALSE,FALSE
"Clostridiales_bacterium",FALSE,FALSE
"Clostridiales_bacterium_CHKCI006",FALSE,TRUE
"Clostridiales_bacterium_KLE1615",FALSE,FALSE
"Clostridiales_bacterium_Marseille_P2846",FALSE,FALSE
"Clostridiales_bacterium_SIT11",TRUE,FALSE
"Eubacteriales_bacterium",FALSE,FALSE
"Eubacteriales_unclassified_SGB15148",TRUE,FALSE
"Eubacteriales_unclassified_SGB15150",FALSE,FALSE
"Evtepia_gabavorous",FALSE,FALSE
"Fenollaria_massiliensis",FALSE,FALSE
"Fenollaria_timonensis",FALSE,FALSE
"Gemmiger_formicilis",FALSE,FALSE
"Gemmiger_gallinarum",FALSE,FALSE
"Gemmiger_SGB105726",TRUE,FALSE
"Gemmiger_SGB15295",FALSE,FALSE
"Gemmiger_SGB15301",FALSE,TRUE
"Gemmiger_sp_An50",TRUE,FALSE
"Gemmiger_sp_An87",FALSE,FALSE
"GGB45643_SGB63357",FALSE,FALSE
"GGB48168_SGB66171",FALSE,FALSE
"GGB9563_SGB14975",FALSE,FALSE
"GGB9759_SGB15370",FALSE,FALSE
"GGB9759_SGB15372",TRUE,FALSE
"GGB9760_SGB15373",FALSE,FALSE
"GGB9760_SGB15374",FALSE,FALSE
"Intestinimonas_butyriciproducens",FALSE,FALSE
"Intestinimonas_gabonensis",FALSE,FALSE
"Intestinimonas_massiliensis",FALSE,FALSE
"Intestinimonas_SGB15130",TRUE,FALSE
"Intestinimonas_sp_MSJ_38",FALSE,FALSE
"Intestinimonas_timonensis",FALSE,FALSE
"Levyella_massiliensis",FALSE,FALSE
"Massilistercora_timonensis",FALSE,FALSE
"Feifania_hominis",FALSE,FALSE
"Anaerobutyricum_hallii",FALSE,FALSE
"Anaerobutyricum_soehngenii",FALSE,FALSE
"Anaerosacchariphilus_sp_NSJ_68",FALSE,FALSE
"Anaerostipes_butyraticus",FALSE,FALSE
"Anaerostipes_caccae",FALSE,FALSE
"Anaerostipes_hadrus",FALSE,FALSE
"Anaerotignum_faecicola",FALSE,FALSE
"Anaerotignum_lactatifermentans",FALSE,FALSE
"Anaerotignum_sp_MSJ_24",FALSE,FALSE
"Bariatricus_massiliensis",FALSE,FALSE
"Blautia_argi",FALSE,FALSE
"Blautia_caecimuris",FALSE,FALSE
"Blautia_faecicola",FALSE,FALSE
"Blautia_faecis",FALSE,FALSE
"Blautia_glucerasea",FALSE,FALSE
"Blautia_hansenii",FALSE,FALSE
"Blautia_hydrogenotrophica",FALSE,FALSE
"Blautia_luti",FALSE,FALSE
"Blautia_marasmi",FALSE,FALSE
"Blautia_massiliensis",FALSE,FALSE
"Blautia_obeum",FALSE,FALSE
"Blautia_producta",FALSE,FALSE
"Blautia_schinkii",FALSE,FALSE
"Blautia_SGB101324",FALSE,FALSE
"Blautia_SGB36988",TRUE,FALSE
"Blautia_SGB4793",FALSE,FALSE
"Blautia_SGB4815",FALSE,FALSE
"Blautia_SGB4833",TRUE,FALSE
"Blautia_SGB59878",FALSE,FALSE
"Blautia_SGB71764",TRUE,FALSE
"Blautia_sp_An249",FALSE,FALSE
"Blautia_sp_An46",FALSE,FALSE
"Blautia_sp_Marseille_P3201T",TRUE,FALSE
"Blautia_sp_MCC283",FALSE,FALSE
"Blautia_sp_OF03_15BH",FALSE,FALSE
"Blautia_stercoris",FALSE,FALSE
"Blautia_wexlerae",FALSE,FALSE
"Brotolimicola_acetigignens",FALSE,FALSE
"Butyrivibrio_crossotus",FALSE,FALSE
"Catenibacillus_scindens",FALSE,FALSE
"Coprococcus_catus",FALSE,FALSE
"Coprococcus_comes",FALSE,FALSE
"Coprococcus_eutactus",FALSE,FALSE
"Coprococcus_SGB106014",FALSE,FALSE
