"M.Group.Cluster","genomeName","len","breadth_of_coverage","depth_of_coverage_mean","depth_of_coverage_median","M.Group.Type..k.u.","First.Genome.in.Cluster","Other.Genomes","sample"
"M720","VDB|0026-003B-0-0001|M720-c2846-c0-c3",3196,0.821339173967459,3.52190476190476,3,"uVSG","-","-","FF08034315"
"M757","VDB|001E-00A2-0-0000|M757-c3443-c0-c1",20099,0.758992984725608,3.03874139626352,2,"uVSG","-","-","FF08034315"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,1031.5923967272,923,"uVSG","-","-","FF08034327"
"M441","VDB|0048-0014-0-0001|M441-c2353-c0-c2",8442,1,1352.37064676617,1168,"uVSG","-","-","FF08034327"
"M207","VDB|0046-0175-0-0000|M207-c1499-c0-c1",6521,0.999233246434596,16.0974524248005,16,"uVSG","-","-","FF08034327"
"M757","VDB|0012-000A-0-0009|M757-c2104-c0-c1",33829,0.990599781252771,7.54113574647131,7,"uVSG","-","-","FF08034327"
"M964","VDB|000C-0052-0-0003|M964-c3224-c1-c7",2119,0.988673902784332,7.16467780429594,7,"uVSG","-","-","FF08034327"
"M1005","VDB|0012-001E-0-000B|M1005-c3596-c0-c2",14412,0.979669719678046,5.9740066576953,6,"uVSG","-","-","FF08034327"
"M497","VDB|0030-007B-0-0007|M497-c2239-c0-c1",44151,0.97182396774705,5.65821427739064,5,"uVSG","-","-","FF08034327"
"M356","VDB|0030-0069-0-0001|M356-c1853-c0-c1",2142,0.964985994397759,14.711175616836,15,"uVSG","-","-","FF08034327"
"M366","VDB|0016-007F-0-0004|M366-c2282-c0-c0",9625,0.964363636363636,15.4762982115923,16,"uVSG","-","-","FF08034327"
"M521","VDB|0046-014E-0-0002|M521-c1207-c0-c5",2496,0.945913461538462,34.6204997882253,35,"uVSG","-","-","FF08034327"
"M378","VDB|004F-0036-0-0002|M378-c2832-c0-c1",6489,0.879950685775928,4.46479859894921,4,"uVSG","-","-","FF08034327"
"M1056","VDB|0028-0052-0-0009|M1056-c3720-c2-c0",1625,0.863384615384615,2.89237348538845,2,"uVSG","-","-","FF08034327"
"M808","VDB|0047-0066-0-0006|M808-c3098-c0-c4",11508,0.861661452902329,8.31867688584106,4,"uVSG","-","-","FF08034327"
"M406","VDB|0047-0040-0-0004|M406-c846-c0-c12",9536,0.855075503355705,6.92285994603875,7,"uVSG","-","-","FF08034327"
"M951","VDB|0021-003B-0-0010|M951-c3463-c1-c1",1793,0.844394868934746,10.7153236459709,10.5,"uVSG","-","-","FF08034327"
"M1110","VDB|004F-00F2-0-0002|M1110-c3831-c0-c2",13758,0.83914813199593,4.62078822000866,4,"uVSG","-","-","FF08034327"
"M816","VDB|0012-0033-0-0004|M816-c2175-c0-c2",15236,0.803557364137569,6.12325410438618,5,"uVSG","-","-","FF08034327"
"M282","VDB|0021-002C-0-0008|M282-c2487-c1-c2",2871,1,166.826192964124,175,"uVSG","-","-","FF08034331"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,700.655258431451,617,"uVSG","-","-","FF08034331"
"M892","VDB|0016-0020-0-0000|M892-c3062-c0-c2",16136,0.981346058502727,80.2193242816546,61,"uVSG","-","-","FF08034331"
"M1117","VDB|0051-0015-0-0001|M1117-c1761-c0-c0",63094,0.977715789140013,5.80641291661263,5,"uVSG","-","-","FF08034331"
"M1102","VDB|004A-0090-0-0001|M1102-c3882-c0-c22",2037,0.970054000981836,6.83856275303644,6,"kVSG","NC_024711_Uncultured_crAssphage","NC_0247111_Uncultured_crAssphage","FF08034331"
"M738","VDB|0028-001B-0-0001|M738-c70-c0-c2",2058,0.967444120505345,5.74183827222501,5,"uVSG","-","-","FF08034331"
"M706","VDB|002C-0005-0-001A|M706-c2807-c0-c0",33806,0.956487014139502,12.5263027678986,12,"uVSG","-","-","FF08034331"
"M855","VDB|002B-0008-0-002C|M855-c3787-c0-c0",1586,0.953341740226986,4.23412698412698,4,"uVSG","-","-","FF08034331"
"M1138","VDB|000D-0023-0-0002|M1138-c3917-c0-c0",16396,0.947975115881922,4.51766068326578,4,"uVSG","-","-","FF08034331"
"M808","VDB|0047-0066-0-0006|M808-c3098-c0-c4",11508,0.94508168230796,16.8767009930121,15,"uVSG","-","-","FF08034331"
"M832","VDB|0010-01A7-0-0002|M832-c3151-c0-c5",17994,0.940869178615094,6.64477259303012,4,"uVSG","-","-","FF08034331"
"M1063","VDB|001E-0012-0-0002|M1063-c3742-c0-c0",18282,0.924844108959632,4.467589306837,4,"uVSG","-","-","FF08034331"
"M311","VDB|0022-0008-0-0000|M311-c1716-c0-c4",4960,0.902217741935484,3.79664804469274,3,"kVSG","NC_029014_Parabacteroides_phage_YZ2015b","NC_0290141_Parabacteroides_phage_YZ2015b","FF08034331"
"M422","VDB|0051-00B4-0-0000|M422-c2012-c0-c4",2911,0.899690827894194,2.81634211531119,3,"uVSG","-","-","FF08034331"
"M1098","VDB|004C-0029-0-0000|M1098-c2579-c0-c3",3063,0.8837740777016,3.48134466198744,3,"uVSG","-","-","FF08034331"
"M756","VDB|0050-00D3-0-0003|M756-c2952-c0-c2",36886,0.840996584069837,8.53686212565681,4,"uVSG","-","-","FF08034331"
"M947","VDB|002B-0009-0-0005|M947-c3449-c0-c2",9707,0.829298444421551,3.17316770186335,3,"uVSG","-","-","FF08034331"
"M229","VDB|0048-0060-0-0000|M229-c1542-c3-c6",9399,0.826364506862432,51.3151796060255,8,"uVSG","-","-","FF08034331"
"M987","VDB|004F-00C3-0-0002|M987-c2948-c0-c0",25716,0.801018820967491,2.86960532064663,3,"uVSG","-","-","FF08034331"
"M276","VDB|0037-0072-0-0008|M276-c1638-c4-c4",3881,0.795928884308168,2.96762706377468,3,"uVSG","-","-","FF08034331"
"M687","VDB|0010-0071-0-0002|M687-c3207-c0-c1",5185,0.77473481195757,2.74060243963157,2,"uVSG","-","-","FF08034331"
"M700","VDB|0008-003B-0-0007|M700-c2324-c0-c1",14681,0.755398133642122,2.6907123534716,2,"uVSG","-","-","FF08034331"
"M642","VDB|002B-0009-0-0006|M642-c3455-c0-c0",3078,0.99317738791423,4.98135426889107,5,"uVSG","-","-","FF08034334"
"M697","VDB|0012-004C-0-0006|M697-c3861-c6-c3",8968,0.986396074933095,929.786118019444,749,"uVSG","-","-","FF08034334"
"M1064","VDB|0002-002F-0-0000|M1064-c1042-c2-c105",24967,0.984219169303481,5.93598665201644,5,"uVSG","-","-","FF08034334"
"M203","VDB|002B-0008-0-0004|M203-c1490-c0-c3",5852,0.978810663021189,5.01030027932961,5,"uVSG","-","-","FF08034334"
"M378","VDB|0017-0006-0-0003|M378-c2832-c0-c5",1983,0.949571356530509,6.09930961232076,6,"uVSG","-","-","FF08034334"
"M208","VDB|003B-0000-0-0047|M208-c45-c0-c3",164018,0.942914802033923,22.5366784132424,22,"kVSG","NC_030953_Shigella_phage_SHFML11","NC_0309531_Shigella_phage_SHFML11|NC_0421291_Escherichia_phage_slur03|NC_0310111_Shigella_phage_SHFML26|NC_0419901_Escherichia_phage_ST0|NC_0254371_Shigella_phage_Shf125875|NC_0418641_Escherichia_coli_O157_typing_phage_6|NC_0289271_Escherichia_phage_slur02|NC_0085151_Bacteriophage_RB32|NC_0254491_Escherichia_phage_ECML134|NC_0288941_Enterobacteria_phage_vB_EcoM_VR20|NC_0279791_Enterobacteria_phage_RB68|NC_0419191_UNVERIFIED_Escherichia_phage_CF2|NC_0420781_Shigella_phage_Sf24|NC_0254191_Enterobacteria_phage_RB3|NC_0145951_Shigella_phage_SP18|NC_0241252_Escherichia_phage_e11/2|NC_0258291_Shigella_phage_pSs1|NC_0419361_Escherichia_phage_ECD7|NC_0289251_Enterobacteria_phage_vB_EcoM_VR25|NC_0310471_Escherichia_phage_HY03|NC_0008664_Enterobacteria_phage_T4|NC_0193991_Enterobacteria_phage_vB_EcoM_ACGC40|NC_0274041_Yersinia_phage_PST|NC_0310301_Escherichia_phage_UFVAREG1","FF08034334"
"M305","VDB|001E-0094-0-0006|M305-c1676-c0-c13",5070,0.933727810650888,6.30185889311365,6,"uVSG","-","-","FF08034334"
"M1132","VDB|002F-00A8-0-0004|M1132-c1068-c0-c1",15777,0.91500285225328,10.5461346633416,10,"uVSG","-","-","FF08034334"
"M1070","VDB|0047-004D-0-0000|M1070-c3759-c0-c0",1617,0.910946196660482,1.76714188730482,2,"uVSG","-","-","FF08034334"
"M616","VDB|0008-000A-0-0002|M616-c2556-c1-c0",14007,0.885771400014279,29.0721366970259,28,"uVSG","-","-","FF08034334"
"M706","VDB|0001-00A1-0-0001|M706-c2807-c0-c4",24531,0.850841792018263,8.29700076657723,6,"uVSG","-","-","FF08034334"
"M892","VDB|0001-0085-0-0004|M892-c3062-c0-c10",11651,0.844562698480817,26.5906504065041,29,"uVSG","-","-","FF08034334"
"M900","VDB|0026-002C-0-0004|M900-c2799-c0-c2",21039,0.843433623271068,2.70526908988447,2,"uVSG","-","-","FF08034334"
"M282","VDB|0051-0083-0-000C|M282-c3522-c0-c6",7246,0.825696936240685,33.1868627778706,10,"uVSG","-","-","FF08034334"
"M70","VDB|001D-00E8-0-0005|M70-c1182-c0-c4",3532,0.807757644394111,2.66876971608833,2,"uVSG","-","-","FF08034334"
"M867","VDB|0021-0000-0-0019|M867-c2568-c0-c13",2794,0.800644237652112,5.06437192668753,4,"uVSG","-","-","FF08034334"
"M1098","VDB|0030-0025-0-0002|M1098-c3832-c0-c4",3825,0.794771241830065,2.39276315789474,2,"uVSG","-","-","FF08034334"
"M914","VDB|0040-010D-0-0001|M914-c1802-c0-c6",5142,0.781408012446519,6.01045296167247,5,"uVSG","-","-","FF08034334"
"M993","VDB|0029-0002-0-0007|M993-c3566-c0-c2",2958,0.779242731575389,2.74446854663774,2,"uVSG","-","-","FF08034334"
"M629","VDB|0046-0189-0-0001|M629-c1754-c0-c0",11571,0.769682827759053,8.83011452953065,9,"kVSG","NC_021777_Salmonella_phage_Jersey","NC_0217771_Salmonella_phage_Jersey|NC_0420841_Escherichia_phage_VB_EcoSGolestan|NC_0279931_Escherichia_phage_K1G|NC_0419921_Salmonella_phage_wksl3|NC_0418971_Escherichia_phage_K1ind1|NC_0167631_Salmonella_phage_SE2|NC_0418981_Escherichia_phage_K1ind2|NC_0279941_Escherichia_phage_K1H","FF08034334"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,1,51.4191727282597,51,"uVSG","-","-","FF08034335"
"M282","VDB|0016-001D-0-0005|M282-c3840-c1-c57",1824,1,148.839364035088,149,"uVSG","-","-","FF08034335"
"M1107","VDB|0015-000B-0-000C|M1107-c808-c0-c25",1955,1,19.5345268542199,20,"uVSG","-","-","FF08034335"
"M697","VDB|0001-0113-0-0000|M697-c3861-c6-c6",8363,0.995934473275141,1189.27098091007,1198,"uVSG","-","-","FF08034335"
"M435","VDB|0010-0120-0-000B|M435-c2042-c0-c4",3333,0.993099309930993,8.18368580060423,8,"uVSG","-","-","FF08034335"
"M302","VDB|003A-000D-0-0002|M302-c2488-c0-c0",35500,0.987718309859155,13.1835215605749,10,"uVSG","-","-","FF08034335"
"M738","VDB|0030-0086-0-0027|M738-c70-c0-c64",96575,0.927548537406161,84.920527361629,80,"uVSG","-","-","FF08034335"
"M1102","VDB|0028-0085-0-0007|M1102-c72-c0-c142",89891,0.909112146933508,79.1281555536521,79,"kVSG","NC_024711_Uncultured_crAssphage","NC_0247111_Uncultured_crAssphage","FF08034335"
"M1138","VDB|000D-0023-0-0002|M1138-c3917-c0-c0",16396,0.90546474749939,3.33935066684629,3,"uVSG","-","-","FF08034335"
"M948","VDB|0028-0049-0-0001|M948-c3454-c0-c2",1799,0.902167871039466,67.1947011706716,79,"uVSG","-","-","FF08034335"
"M462","VDB|001E-001E-0-0006|M462-c2097-c0-c1",10933,0.899478642641544,5.51271100264389,5,"uVSG","-","-","FF08034335"
"M1075","VDB|0021-00B6-0-003E|M1075-c3777-c1-c0",1592,0.868718592964824,2.25451916124367,2,"uVSG","-","-","FF08034335"
"M832","VDB|0010-01B6-0-0000|M832-c3151-c0-c3",18744,0.850352112676056,3.08664282577326,3,"uVSG","-","-","FF08034335"
"M637","VDB|0021-00B6-0-0006|M637-c2638-c0-c0",2709,0.819859726836471,2.56866276452049,2,"uVSG","-","-","FF08034335"
"M646","VDB|0021-0089-0-0064|M646-c71-c0-c0",2315,0.790496760259179,2.76338797814208,2,"uVSG","-","-","FF08034335"
"M441","VDB|0046-0173-0-0000|M441-c2353-c2-c0",8440,0.76718009478673,1830.72849420849,1829,"uVSG","-","-","FF08034335"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,1,52.2254369775269,52,"uVSG","-","-","FF08034361"
"M900","VDB|004C-0072-0-0000|M900-c2799-c0-c0",31133,0.996145569010375,7.90977976977397,8,"uVSG","-","-","FF08034361"
"M697","VDB|0001-0113-0-0000|M697-c3861-c6-c6",8363,0.995695324644266,825.909451182899,830,"uVSG","-","-","FF08034361"
"M646","VDB|0021-0089-0-0064|M646-c71-c0-c0",2315,0.992656587473002,4.91383812010444,5,"uVSG","-","-","FF08034361"
"M282","VDB|0042-004B-0-0004|M282-c3840-c1-c4",6990,0.987410586552217,96.1777745580991,98,"uVSG","-","-","FF08034361"
"M302","VDB|003A-000D-0-0002|M302-c2488-c0-c0",35500,0.981492957746479,12.9926527566513,10,"uVSG","-","-","FF08034361"
"M738","VDB|0030-0086-0-0027|M738-c70-c0-c64",96575,0.965643282422987,5.91284300374235,5,"uVSG","-","-","FF08034361"
"M462","VDB|001E-001E-0-0006|M462-c2097-c0-c1",10933,0.926644105003201,11.2154772480505,11,"uVSG","-","-","FF08034361"
"M435","VDB|0028-007A-0-0007|M435-c2042-c0-c3",3488,0.900516055045872,7.03438395415473,7,"uVSG","-","-","FF08034361"
"M948","VDB|0028-0049-0-0001|M948-c3454-c0-c2",1799,0.899944413563091,29.8394070413836,34,"uVSG","-","-","FF08034361"
"M1283","VDB|0028-002E-0-0001|M1283-c2850-c1-c1",7971,0.864759754108644,43.9242709995648,45,"uVSG","-","-","FF08034361"
"M10","VDB|0012-0006-0-0001|M10-c1012-c0-c14",10162,0.862035032473922,4.15490867579909,4,"uVSG","-","-","FF08034361"
"M1303","VDB|0046-00D6-0-0000|M1303-c797-c0-c1",16544,0.824407640232108,15.942297822421,16,"uVSG","-","-","FF08034361"
"M441","VDB|0046-0173-0-0000|M441-c2353-c2-c0",8440,0.769075829383886,1185.69311354183,1363,"uVSG","-","-","FF08034361"
"M441","VDB|001D-0026-0-0002|M441-c2353-c7-c0",5628,1,115.705934612651,63,"uVSG","-","-","FF08034386"
"M990","VDB|0016-0068-0-0004|M990-c2783-c0-c4",4516,1,13.9282550930027,13,"uVSG","-","-","FF08034386"
"M697","VDB|0015-000A-0-0000|M697-c3861-c6-c15",4399,1,295.535576267334,308,"uVSG","-","-","FF08034386"
"M282","VDB|0016-0085-0-0001|M282-c3522-c0-c5",9468,0.99873257287706,28.1073392554992,30,"uVSG","-","-","FF08034386"
"M302","VDB|0040-00D9-0-0002|M302-c1701-c1-c14",28203,0.986242598305145,8.66003954700701,7,"uVSG","-","-","FF08034386"
"M361","VDB|0015-0004-0-0003|M361-c3755-c0-c3",2784,0.974137931034483,3.07927728613569,3,"uVSG","-","-","FF08034386"
"M1005","VDB|004F-002E-0-0001|M1005-c3596-c0-c1",15616,0.97015881147541,4.73881188118812,4,"uVSG","-","-","FF08034386"
"M279","VDB|004C-0031-0-0000|M279-c1641-c0-c2",3506,0.952367370222476,3.17280622941,3,"uVSG","-","-","FF08034386"
"M757","VDB|004F-0228-0-0001|M757-c2104-c0-c5",2982,0.927565392354125,5.80441070137382,6,"uVSG","-","-","FF08034386"
"M298","VDB|0002-001C-0-0008|M298-c1691-c0-c8",15242,0.915168613042908,4.48232848232848,4,"uVSG","-","-","FF08034386"
"M806","VDB|0046-014B-0-0000|M806-c3084-c0-c1",2657,0.907414377117049,5.91621733720448,6,"uVSG","-","-","FF08034386"
"M727","VDB|004F-004C-0-0004|M727-c2871-c0-c1",34962,0.881328299296379,3.67727907052218,3,"uVSG","-","-","FF08034386"
"M914","VDB|0040-010D-0-0001|M914-c1802-c0-c6",5142,0.879229871645274,13.5624861756249,15,"uVSG","-","-","FF08034386"
"M892","VDB|002F-0024-0-0000|M892-c3062-c0-c103",4160,0.860576923076923,18.9930167597765,2,"uVSG","-","-","FF08034386"
"M995","VDB|001E-00BF-0-0000|M995-c3569-c0-c1",19465,0.811353711790393,6.35300449566264,3,"uVSG","-","-","FF08034386"
"M241","VDB|0021-00B4-0-0001|M241-c156-c1-c4",7494,0.77341873498799,2.85886818495514,2,"uVSG","-","-","FF08034386"
"M962","VDB|002F-00C8-0-0002|M962-c3487-c0-c0",21427,0.753068558360946,14.7414476945959,15,"uVSG","-","-","FF08034386"
"M822","VDB|004F-00C8-0-0006|M822-c3135-c0-c2",3929,0.999745482311021,8.7683299389002,8,"uVSG","-","-","FF08034388"
"M832","VDB|0010-01C1-0-0004|M832-c3151-c0-c9",16124,0.999379806499628,8.30166315005585,8,"uVSG","-","-","FF08034388"
"M779","VDB|0021-00A0-0-0031|M779-c3013-c0-c4",1685,0.995845697329377,3.95589988081049,4,"uVSG","-","-","FF08034388"
"M1138","VDB|000D-0023-0-0002|M1138-c3917-c0-c0",16396,0.994449865820932,9.61189819073904,9,"uVSG","-","-","FF08034388"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,0.986483552274455,52.5860342265999,53,"uVSG","-","-","FF08034388"
"M706","VDB|002C-0005-0-001A|M706-c2807-c0-c0",33806,0.972135123942495,7.29689021421616,7,"uVSG","-","-","FF08034388"
"M441","VDB|0021-0058-0-0000|M441-c2353-c7-c3",3199,0.970303219756174,2283.62725515464,2512,"uVSG","-","-","FF08034388"
"M282","VDB|000C-008B-0-0004|M282-c3522-c0-c16",5890,0.958913412563667,46.5892351274788,50,"uVSG","-","-","FF08034388"
"M788","VDB|0048-004B-0-0000|M788-c3039-c2-c2",3632,0.957323788546256,64.314639056658,76,"uVSG","-","-","FF08034388"
"M497","VDB|0047-0087-0-0002|M497-c2239-c0-c12",5838,0.956320657759507,5.10693175711983,5,"uVSG","-","-","FF08034388"
"M1143","VDB|0020-0018-0-0000|M1143-c3930-c0-c0",8366,0.951231173798709,4.84393063583815,5,"uVSG","-","-","FF08034388"
"M1064","VDB|0008-002B-0-0000|M1064-c1042-c1-c2",82445,0.947710594942083,6.31222003225228,5,"uVSG","-","-","FF08034388"
"M898","VDB|0037-00E0-0-0002|M898-c3330-c2-c2",2055,0.945012165450122,9.34654994850669,9,"uVSG","-","-","FF08034388"
"M112","VDB|0002-000F-0-0001|M112-c1289-c1-c0",26574,0.94336569579288,6.48893055167737,6,"uVSG","-","-","FF08034388"
"M1056","VDB|0028-0052-0-0009|M1056-c3720-c2-c0",1625,0.942153846153846,10.962769431744,10,"uVSG","-","-","FF08034388"
"M697","VDB|0012-004C-0-0006|M697-c3861-c6-c3",8968,0.913804638715433,1170.39402074436,1037,"uVSG","-","-","FF08034388"
"M988","VDB|001D-002B-0-0001|M988-c3548-c3-c3",1866,0.910503751339764,15.4125956444968,14,"uVSG","-","-","FF08034388"
"M914","VDB|0040-010D-0-0001|M914-c1802-c0-c6",5142,0.90781796966161,16.1613110539846,18,"uVSG","-","-","FF08034388"
"M305","VDB|0010-00CF-0-0000|M305-c1688-c0-c7",5104,0.907131661442006,8.78401727861771,8,"uVSG","-","-","FF08034388"
"M1308","VDB|0010-0135-0-0004|M1308-c880-c0-c13",7532,0.898831651619756,4.20915805022157,4,"uVSG","-","-","FF08034388"
"M995","VDB|001E-00BF-0-0000|M995-c3569-c0-c1",19465,0.895556126380683,11.1091670491051,5,"uVSG","-","-","FF08034388"
"M135","VDB|0030-0012-0-0000|M135-c1349-c1-c6",6356,0.889395846444305,11.6761011852114,12,"uVSG","-","-","FF08034388"
"M939","VDB|0037-00E7-0-0000|M939-c3437-c0-c0",24880,0.867644694533762,3.36897206652152,3,"uVSG","-","-","FF08034388"
"M855","VDB|002C-0000-0-0000|M855-c3350-c0-c4",2602,0.867409684857802,4.24988923349579,4,"uVSG","-","-","FF08034388"
"M889","VDB|0028-0006-0-0003|M889-c3297-c0-c0",1916,0.861691022964509,2.48576620230164,3,"uVSG","-","-","FF08034388"
"M523","VDB|0037-0119-0-0000|M523-c2314-c1-c1",2865,0.853752181500873,6.39615699100572,7,"uVSG","-","-","FF08034388"
"M1117","VDB|0020-001A-0-0006|M1117-c3877-c1-c0",7264,0.809471365638767,7.32670068027211,6,"uVSG","-","-","FF08034388"
"M902","VDB|004C-0052-0-0002|M902-c3340-c0-c2",13405,0.791495710555763,25.7686145146089,26,"uVSG","-","-","FF08034388"
"M1110","VDB|0001-0017-0-0000|M1110-c3864-c0-c9",3235,0.782071097372488,4.60395256916996,5,"uVSG","-","-","FF08034388"
"M892","VDB|004C-0072-0-0004|M892-c2676-c0-c3",7912,0.778437815975733,71.2281214482871,75,"uVSG","-","-","FF08034388"
"M179","VDB|004C-0094-0-0001|M179-c1380-c0-c0",29402,0.773212706618597,22.8383038620568,22,"uVSG","-","-","FF08034388"
"M378","VDB|0031-001A-0-0003|M378-c190-c0-c3",48536,0.767986649085215,3.20686787391013,3,"uVSG","-","-","FF08034388"
"M347","VDB|000C-0022-0-0004|M347-c1113-c0-c0",63057,0.763277669410216,3.01618533139414,3,"uVSG","-","-","FF08034388"
"M697","VDB|0015-000A-0-0000|M697-c3861-c6-c15",4399,1,2282.9270288702,2378,"uVSG","-","-","FF08034394"
"M822","VDB|004F-00C8-0-0006|M822-c3135-c0-c2",3929,0.998981929244082,18.008152866242,18,"uVSG","-","-","FF08034394"
"M1308","VDB|0010-0135-0-0004|M1308-c880-c0-c13",7532,0.991635687732342,7.05824072834382,6,"uVSG","-","-","FF08034394"
"M646","VDB|0028-0071-0-000A|M646-c2666-c0-c9",2980,0.986912751677852,4.53655219313159,4,"uVSG","-","-","FF08034394"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,0.986429269351862,52.2915474356152,53,"uVSG","-","-","FF08034394"
"M1138","VDB|000D-0023-0-0002|M1138-c3917-c0-c0",16396,0.985606245425714,5.25606435643564,5,"uVSG","-","-","FF08034394"
"M347","VDB|0021-0088-0-0000|M347-c1826-c0-c0",4652,0.976784178847807,4.70532570422535,4,"uVSG","-","-","FF08034394"
"M441","VDB|0021-0058-0-0000|M441-c2353-c7-c3",3199,0.976242575804939,2238.86871597823,2480,"uVSG","-","-","FF08034394"
"M832","VDB|0010-01C1-0-0004|M832-c3151-c0-c9",16124,0.972029273133218,4.17284502009826,4,"uVSG","-","-","FF08034394"
"M706","VDB|002C-0005-0-001A|M706-c2807-c0-c0",33806,0.971158965864048,6.73171697481039,6,"uVSG","-","-","FF08034394"
"M497","VDB|0047-0087-0-0002|M497-c2239-c0-c12",5838,0.959746488523467,4.51044083526682,4,"uVSG","-","-","FF08034394"
"M898","VDB|0037-00E0-0-0002|M898-c3330-c2-c2",2055,0.934793187347932,8.35346173867777,7,"uVSG","-","-","FF08034394"
"M1064","VDB|0002-002F-0-0000|M1064-c1042-c2-c105",24967,0.921736692434013,7.77656107417547,7,"uVSG","-","-","FF08034394"
"M788","VDB|0048-004B-0-0000|M788-c3039-c2-c2",3632,0.910242290748899,17.4879007864489,19,"uVSG","-","-","FF08034394"
"M914","VDB|0040-010D-0-0001|M914-c1802-c0-c6",5142,0.905678724231816,13.0996349581276,12,"uVSG","-","-","FF08034394"
"M1056","VDB|0028-0052-0-0009|M1056-c3720-c2-c0",1625,0.899076923076923,4.47296372347707,5,"uVSG","-","-","FF08034394"
"M146","VDB|0012-005E-0-0003|M146-c3617-c0-c1",4057,0.882918412620163,5.22222222222222,5,"uVSG","-","-","FF08034394"
"M135","VDB|0030-0012-0-0000|M135-c1349-c1-c6",6356,0.882315921963499,15.4188659058488,16,"uVSG","-","-","FF08034394"
"M855","VDB|002C-0000-0-0000|M855-c3350-c0-c4",2602,0.871637202152191,3.00396825396825,2,"uVSG","-","-","FF08034394"
"M988","VDB|001D-002B-0-0001|M988-c3548-c3-c3",1866,0.869774919614148,6.3388786198398,6,"uVSG","-","-","FF08034394"
"M459","VDB|004C-009D-0-0006|M459-c3388-c0-c1",10269,0.855292628298763,6.49982921553,2,"uVSG","-","-","FF08034394"
"M305","VDB|0047-0070-0-0001|M305-c1688-c0-c0",5187,0.847696163485637,8.06458949283602,8,"uVSG","-","-","FF08034394"
"M1110","VDB|0001-0017-0-0000|M1110-c3864-c0-c9",3235,0.822874806800618,11.5777610818933,10,"uVSG","-","-","FF08034394"
"M112","VDB|0002-000F-0-0001|M112-c1289-c1-c0",26574,0.820237826446903,3.60641372665963,3,"uVSG","-","-","FF08034394"
"M1063","VDB|001E-0012-0-0002|M1063-c3742-c0-c0",18282,0.819658680669511,2.59512846179513,2,"uVSG","-","-","FF08034394"
"M902","VDB|004C-0052-0-0002|M902-c3340-c0-c2",13405,0.804028347631481,28.1880682872518,29,"uVSG","-","-","FF08034394"
"M779","VDB|0021-00A0-0-0031|M779-c3013-c0-c4",1685,0.792284866468843,1.74531835205993,1,"uVSG","-","-","FF08034394"
"M892","VDB|004C-0072-0-0004|M892-c2676-c0-c3",7912,0.760364004044489,62.4109042553191,64,"uVSG","-","-","FF08034394"
"M179","VDB|004C-0094-0-0001|M179-c1380-c0-c0",29402,0.759812257669546,8.42712623097583,8,"uVSG","-","-","FF08034394"
"M697","VDB|0040-00CF-0-0002|M697-c3861-c6-c9",6630,1,2518.46998491704,2324,"uVSG","-","-","FF08034401"
"M892","VDB|002F-0024-0-0000|M892-c3062-c0-c103",4160,1,33.3788461538462,26,"uVSG","-","-","FF08034401"
"M1075","VDB|0021-00B6-0-003E|M1075-c3777-c1-c0",1592,1,179.134422110553,187,"uVSG","-","-","FF08034401"
"M1115","VDB|0046-01D1-0-0003|M1115-c3874-c0-c1",10663,1,17.006846103348,17,"uVSG","-","-","FF08034401"
"M829","VDB|0021-00AF-0-000E|M829-c3144-c0-c0",2052,0.998050682261209,10.59033203125,10,"uVSG","-","-","FF08034401"
"M759","VDB|0046-0159-0-0000|M759-c2960-c2-c1",2624,0.988948170731707,16.1922928709056,15,"uVSG","-","-","FF08034401"
"M808","VDB|0050-0031-0-0003|M808-c3098-c0-c0",18970,0.981497100685293,19.2489392555991,19,"uVSG","-","-","FF08034401"
"M900","VDB|004C-0072-0-0000|M900-c2799-c0-c0",31133,0.946648251051939,4.51106134636265,4,"uVSG","-","-","FF08034401"
"M788","VDB|0048-004B-0-0000|M788-c3039-c2-c2",3632,0.93557268722467,17.2313125367863,18,"uVSG","-","-","FF08034401"
"M302","VDB|0010-008F-0-0000|M302-c2613-c0-c5",11563,0.925278906858082,8.95831386110851,4,"uVSG","-","-","FF08034401"
"M1064","VDB|0051-0064-0-0003|M1064-c2629-c0-c2",15332,0.924080354813462,4.87189440993789,5,"uVSG","-","-","FF08034401"
"M171","VDB|0047-000D-0-0004|M171-c1426-c0-c2",1604,0.923316708229426,9.10330857528697,9,"uVSG","-","-","FF08034401"
"M936","VDB|001E-0018-0-0004|M936-c1225-c0-c12",7583,0.910721350389028,4.14567043150883,4,"uVSG","-","-","FF08034401"
"M441","VDB|002F-00A6-0-0000|M441-c2353-c0-c9",3868,0.84617373319545,1533.66238924534,1418,"uVSG","-","-","FF08034401"
"M1138","VDB|000D-0023-0-0002|M1138-c3917-c0-c0",16396,0.843864357160283,2.64274356750506,2,"uVSG","-","-","FF08034401"
"M757","VDB|0021-0071-0-0007|M757-c3443-c0-c3",16188,0.83660736347912,5.19094735287602,2,"uVSG","-","-","FF08034401"
